Study_midyear,Country,Region,Site_name,Species,Biome,Leaf_habit,Soil_drainage,MAT,MAP,Species_traducida
2006.0,Australia,Western Australia,Giralia-fringe,Avicennia marina,Tropical,Evergreen,Wet,24.7,260.0,Avicennia marina
2006.0,China,Hunan,Tianjiling Forestry Park,Cinnamomum camphora,Subtropical,Evergreen,Dry,17.2,1456.0,Cinnamomum camphora
2006.0,Canada,British Columbia,Buckley Bay,Pseudotsuga mensiesii,Temperate,Evergreen,Dry,9.6,1550.0,Pseudotsuga mensiesii
2006.0,Japan,Hokkaido,Shizunai Experimental Livestock Farm,Phalaris arundinacea; Alopecurus pratensis,Temperate,Deciduous,Dry,7.9,1365.0,Phalaris arundinacea; Alopecurus pratensis
2006.0,China,Henan,Fengqiu State Key Agro-Ecological Experimental Station,Zea mays,Temperate,Deciduous,Dry,13.9,615.0,Maíz
2006.0,China,Hunan,Huitong Natural Research Station of Forest Ecosystem,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,16.5,1200.0,Cunninghamia lanceolata
2006.0,USA,California,Sierra Foothills Research and Extension Center,Avena spp.; Bromus spp.; Lolium spp.; Hordeum spp.,Mediterranean,Deciduous,Dry,16.0,750.0,Avena spp.; Bromus spp.; Lolium spp.; Hordeum spp.
2006.0,China,Fujian,TSEB,Citrus reticulata,Subtropical,Evergreen,Dry,18.7,1664.0,Citrus reticulata
2006.0,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis
2006.0,China,Hunan,Huitong Natural Research Station of Forest Ecosystem,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,16.5,1200.0,Cunninghamia lanceolata
2006.0,China,Hunan,Huitong Natural Research Station of Forest Ecosystem,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,16.5,1200.0,Cunninghamia lanceolata
2006.0,China,Liaoning,Qingyuan Forest Experimental Station,Juglans mandshurica,Temperate,Deciduous,Dry,4.65,775.0,Juglans mandshurica
2006.0,Finland,Tuupovaara,Linnansuo,Phalaris arundinacea,Boreal,Deciduous,Dry,2.1,669.0,Phalaris arundinacea
2006.0,China,Hunan,Tianjiling Forestry Park,Liquidambar formosana,Subtropical,Evergreen,Dry,17.2,1456.0,Liquidambar formosana
2006.0,USA,California,San Jacinto Preserve,Eriogonum wrightii,Temperate,Deciduous,Wet,10.3,640.0,Eriogonum wrightii
2006.0,USA,California,San Jacinto Preserve,Quercus chrysolepsis; Pinus ponderosa,Temperate,Evergreen,Dry,10.3,640.0,Quercus chrysolepsis; Pinus ponderosa
2006.0,China,Henan,Fengqiu State Key Agro-Ecological Experimental Station,Zea mays,Temperate,Deciduous,Dry,13.9,615.0,Maíz
2006.0,Australia,Western Australia,Giralia-dwarf,Avicennia marina,Tropical,Evergreen,Wet,24.7,260.0,Avicennia marina
2006.0,Australia,Queensland,Cape Cleveland,Avicennia marina; Ceriops tagal,Tropical,Evergreen,Wet,24.6,1170.0,Avicennia marina; Ceriops tagal
2006.0,Japan,Hokkaido,Shizunai Experimental Livestock Farm,Phalaris arundinacea; Alopecurus pratensis,Temperate,Deciduous,Dry,7.9,1365.0,Phalaris arundinacea; Alopecurus pratensis
2006.0,Japan,Hokkaido,Shizunai Experimental Livestock Farm,Phalaris arundinacea; Alopecurus pratensis,Temperate,Deciduous,Dry,7.9,1365.0,Phalaris arundinacea; Alopecurus pratensis
2006.0,China,Heilongjiang,Maoershan Experimental Station,Larix gmelinii,Temperate,Evergreen,Dry,2.8,723.0,Larix gmelinii
2006.0,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis
2006.0,Australia,Queensland,Hinchinbrook Channel-dwarf,Ceriops tagal,Tropical,Evergreen,Wet,23.8,2120.0,Ceriops tagal
2006.0,China,Inner Mongolia,Duolun County-upper slope,Cleistogenes squarrosa; 3Leymus chinensis; Stipa krylovii; Stipa grandis,Temperate,Deciduous,Dry,2.1,385.0,Cleistogenes squarrosa; 3Leymus chinensis; Stipa krylovii; Stipa grandis
2006.0,China,Daxing’an Mountains,Nanweng River Forest Ecological Station,"Larix gmelinii Rupr., Betula platyphylla Suk.",Temperate,Evergreen,Dry,-3.0,425.0,"Larix gmelinii Rupr., Betula platyphylla Suk."
2006.0,China,Inner Mongolia,Ordos Sandy Grassland Research Station,Stipa bungeana,Temperate,Deciduous,Dry,6.7,345.0,Stipa bungeana
2006.0,USA,California,San Jacinto Preserve,Quercus kelloggii; Calocedrus decurrens; Arctostaphylos pringlei; Pinus lambertiana,Temperate,Evergreen,Dry,10.3,640.0,Quercus kelloggii; Calocedrus decurrens; Arctostaphylos pringlei; Pinus lambertiana
2006.0,China,Henan,Fengqiu State Key Agro-Ecological Experimental Station,Zea mays,Temperate,Deciduous,Dry,13.9,615.0,Maíz
2006.5,USA,Massachusetts,Harvard Forest,Pinus resinosa,Temperate,Evergreen,Dry,8.5,1050.0,Pinus resinosa
2006.5,China,Fujian,Huian county,Casuarina equisetifolia,Subtropical,Evergreen,Dry,19.8,1250.0,Casuarina equisetifolia
2006.5,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis
2006.5,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis
2006.5,USA,Massachusetts,Harvard Forest,Acer rubum,Temperate,Deciduous,Dry,8.5,1050.0,Acer rubum
2006.5,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis
2006.5,USA,Massachusetts,Harvard Forest,Acer rubum,Temperate,Mixed,Dry,8.5,1050.0,Acer rubum
2006.5,Japan,Yamanashi,Fuji Hokuroku Flux Observation Site,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0,Larix kaempferi
2006.5,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis
2006.5,China,Fujian,Huian county,Casuarina equisetifolia,Subtropical,Evergreen,Dry,19.8,1250.0,Casuarina equisetifolia
2006.5,China,Fujian,Huian county,Casuarina equisetifolia,Subtropical,Evergreen,Dry,19.8,1250.0,Casuarina equisetifolia
2006.5,USA,Massachusetts,Harvard Forest,Tsuga canadensis,Temperate,Evergreen,Dry,8.5,1050.0,Tsuga canadensis
2006.5,Japan,Hokkaido,Shizunai Experimental Livestock Farm,Phalaris arundinacea,Temperate,Evergreen,Dry,7.9,1365.0,Phalaris arundinacea
2006.5,China,Hebei,Saihanba Forestry Center,Betula platyphylla,Boreal,Deciduous,Dry,-1.4,450.1,Betula platyphylla
2006.5,Japan,Hokkaido,Shizunai Experimental Livestock Farm,Phalaris arundinacea,Temperate,Deciduous,Dry,8.0,1290.0,Phalaris arundinacea
2006.5,Spain,Murcia,Cehegin,Olea europaea,Mediterranean,Evergreen,Dry,15.5,370.0,Olea europaea
2006.5,Spain,Murcia,Cehegin,Pinus halepensis; Rosmarinus officinalis; Quercus coccifera; Rhamnus lycioides; Juniperus oxycedrus,Mediterranean,Evergreen,Dry,15.5,370.0,Pinus halepensis; Rosmarinus officinalis; Quercus coccifera; Rhamnus lycioides; Juniperus oxycedrus
2006.5,Spain,Murcia,Cehegin,Pinus halepensis; Rosmarinus officinalis; Quercus coccifera; Rhamnus lycioides; Juniperus oxycedrus,Mediterranean,Evergreen,Dry,15.5,370.0,Pinus halepensis; Rosmarinus officinalis; Quercus coccifera; Rhamnus lycioides; Juniperus oxycedrus
2006.5,China,Hebei,Saihanba Forestry Center,Larix principis-rupprechtii,Boreal,Deciduous,Dry,-1.4,450.1,Larix principis-rupprechtii
2006.5,China,Hebei,Saihanba Forestry Center,Grasses (mix),Boreal,Deciduous,Dry,-1.4,450.1,Grasses (mix)
2006.5,Japan,Hokkaido,Shizunai Experimental Livestock Farm,Phalaris arundinacea,Temperate,Deciduous,Dry,8.0,1290.0,Phalaris arundinacea
2006.5,China,Shandong,Yucheng Comprehensive Experiment Station,"Zea mays, triticum aestivum",Temperate,Deciduous,Dry,13.1,528.0,Maíz
2006.5,China,Taiyuan,Tianlongshan,Periploca sepium,Temperate,Deciduous,Dry,10.0,478.4,Periploca sepium
2006.5,China,Fujian,Tianma,Acacia mangium,Subtropical,Evergreen,Dry,22.0,1859.0,Acacia mangium
2006.5,China,Fujian,Tianma,Acacia melanoxylon,Subtropical,Evergreen,Dry,22.0,1859.0,Acacia melanoxylon
2006.5,Japan,Hokkaido,Shizunai Experimental Livestock Farm,Phalaris arundinacea,Temperate,Evergreen,Dry,7.9,1365.0,Phalaris arundinacea
2006.5,USA,South Carolina,Berkeley County,Pinus taeda,Temperate,Evergreen,Dry,14.6,1200.0,Pinus taeda
2006.5,USA,South Carolina,Berkeley County,Pinus taeda,Temperate,Evergreen,Dry,14.6,1200.0,Pinus taeda
2006.5,China,Inner Mongolia,Duolun Restoration Ecology Experimentation and Demonstration Station,Stipa krylovii; Agropyron cristatum; Leymus chinensis; Artemisia frigida,Temperate,Deciduous,Dry,3.3,377.0,Stipa krylovii; Agropyron cristatum; Leymus chinensis; Artemisia frigida
2006.5,China,Fujian,Tianma,Acacia cincinnata,Subtropical,Evergreen,Dry,22.0,1859.0,Acacia cincinnata
2006.5,Japan,Hokkaido,Shizunai Experimental Livestock Farm,Phalaris arundinacea,Temperate,Evergreen,Dry,7.9,1365.0,Phalaris arundinacea
2006.5,China,Taiyuan,Tianlongshan,"Rosa xanthina, Vitex negundo",Temperate,Deciduous,Dry,10.0,478.4,"Rosa xanthina, Vitex negundo"
2006.5,China,Hebei,Saihanba Forestry Center,Grasses (mix),Boreal,Deciduous,Dry,-1.4,450.1,Grasses (mix)
2006.5,China,Hebei,Saihanba Forestry Center,Pinus sylvestris,Boreal,Evergreen,Dry,-1.4,450.1,Pinus sylvestris
2006.5,China,Hebei,Saihanba Forestry Center,Malus baccata,Boreal,Deciduous,Dry,-1.4,450.1,Malus baccata
2006.5,China,Hebei,Saihanba Forestry Center,Rosa bella,Boreal,Deciduous,Dry,-1.4,450.1,Rosa bella
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,Germany,Hesse,Lindenbreite,Vicia faba,Temperate,Deciduous,Dry,8.5,650.0,Vicia faba
2007.0,Germany,Hesse,Lindenbreite,Vicia faba,Temperate,Deciduous,Dry,8.5,650.0,Vicia faba
2007.0,China,Hunan,Tianjiling Changsha,Pinus massoniana,Subtropical,Evergreen,Dry,17.2,1422.0,Pinus massoniana
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,Costa Rica,Caribbean lowlands,La Selva Biological Station,Pentaclethra macroloba (Willd.),Tropical,Evergreen,Dry,25.1,4537.0,Pentaclethra macroloba (Willd.)
2007.0,Costa Rica,Caribbean lowlands,La Selva Biological Station,Pentaclethra macroloba (Willd.),Tropical,Evergreen,Dry,25.1,4537.0,Pentaclethra macroloba (Willd.)
2007.0,Costa Rica,Caribbean lowlands,La Selva Biological Station,Pentaclethra macroloba (Willd.),Tropical,Evergreen,Dry,25.1,4537.0,Pentaclethra macroloba (Willd.)
2007.0,Costa Rica,Caribbean lowlands,La Selva Biological Station,Pentaclethra macroloba (Willd.),Tropical,Evergreen,Dry,25.1,4537.0,Pentaclethra macroloba (Willd.)
2007.0,Costa Rica,Caribbean lowlands,La Selva Biological Station,Pentaclethra macroloba (Willd.),Tropical,Evergreen,Dry,25.1,4537.0,Pentaclethra macroloba (Willd.)
2007.0,Costa Rica,Caribbean lowlands,La Selva Biological Station,Pentaclethra macroloba (Willd.),Tropical,Evergreen,Dry,25.1,4537.0,Pentaclethra macroloba (Willd.)
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,USA,Indiana,McCormick's Creek State Park-S6,Acer saccharinum; Quercus alba; Platanus occidentalis; Populus deltoides,Temperate,Deciduous,Dry,11.3,1095.0,Acer saccharinum; Quercus alba; Platanus occidentalis; Populus deltoides
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,China,Shanxi,"Taiyuan, tianlongshan",Periploca sepium,Temperate,Evergreen,Dry,10.0,478.0,Periploca sepium
2007.0,China,Shanxi,"Taiyuan, tianlongshan",Artemisia lavandulaefolia,Temperate,Deciduous,Dry,10.0,478.0,Artemisia lavandulaefolia
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,Canada,Ontario,Haliburton Forest and Wildlife Reserve,Acer saccharum,Temperate,Deciduous,Dry,4.8,1068.0,Acer saccharum
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,China,South China,Qianyanzhou Ecological Research Station,Pinus massoniana Lamb.,Subtropical,Evergreen,Dry,18.0,1504.6,Pinus massoniana Lamb.
2007.0,UK,NE Wales,Clocaenog Forest,C. vulgaris (L.),Mediterranean,Deciduous,Wet,8.2,1411.0,C. vulgaris (L.)
2007.0,China,Sichuan,Cangshan park,Fagus longipetiolata Seem,Subtropical,Deciduous,Dry,13.0,1350.0,Fagus longipetiolata Seem
2007.0,China,Shanxi,"Taiyuan, tianlongshan",Pinus tabulaeformis,Temperate,Evergreen,Dry,10.0,478.0,Pinus tabulaeformis
2007.0,Spain,Canary Islands,La Victoria,Pinus canariensis,Mediterranean,Evergreen,Dry,12.6,695.0,Pinus canariensis
2007.0,USA,Indiana,Southwestway Park-S5,Acer saccharinum; Quercus alba; Platanus occidentalis; Populus deltoides,Temperate,Deciduous,Dry,11.3,1095.0,Acer saccharinum; Quercus alba; Platanus occidentalis; Populus deltoides
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,USA,Indiana,Southwestway Park-S3,Acer saccharinum; Quercus alba; Platanus occidentalis; Populus deltoides,Temperate,Deciduous,Dry,11.3,1095.0,Acer saccharinum; Quercus alba; Platanus occidentalis; Populus deltoides
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,China,Guangdong,Dinghushan Biosphere Reserve,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis,Subtropical,Evergreen,Dry,20.5,1700.0,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,China,Hunan,Tianjiling Changsha,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,17.2,1422.0,Cunninghamia lanceolata
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,USA,South Carolina,Savannah River Site,Pinus taeda,Temperate,Evergreen,Dry,20.0,1190.0,Pinus taeda
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,USA,South Carolina,Savannah River Site,Pinus taeda,Temperate,Evergreen,Dry,20.0,1190.0,Pinus taeda
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,Canada,Ontario,Haliburton Forest and Wildlife Reserve,Acer saccharum,Temperate,Deciduous,Dry,4.8,1068.0,Acer saccharum
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,China,Shaanxi,Tianlong Mountain natural reserves area,Hippophae rhamnoides,Temperate,Deciduous,Dry,10.0,478.0,Hippophae rhamnoides
2007.0,USA,South Carolina,Savannah River Site,Pinus taeda,Temperate,Evergreen,Dry,20.0,1190.0,Pinus taeda
2007.0,China,Shaanxi,Tianlong Mountain natural reserves area,Syringa oblate,Temperate,Deciduous,Dry,10.0,478.0,Syringa oblate
2007.0,China,Hunan,Tianjiling Changsha,Pinus massoniana,Subtropical,Evergreen,Dry,17.2,1422.0,Pinus massoniana
2007.0,China,Shaanxi,Tianlong Mountain natural reserves area,Rosa xanthina,Temperate,Deciduous,Dry,10.0,478.0,Rosa xanthina
2007.0,China,Hunan,Tianjiling Changsha,Pinus massoniana,Subtropical,Evergreen,Dry,17.2,1422.0,Pinus massoniana
2007.0,China,Hunan,Taoyuan agroecological experimental station,Oryza sativa,Subtropical,Deciduous,Dry,16.5,1437.0,Arroz
2007.0,USA,Washington,Gifford Pinchot National Forest,"Tsuga heterophylla, P. menziesii.",Temperate,Evergreen,Dry,8.7,2223.0,"Tsuga heterophylla, P. menziesii."
2007.0,China,Hubei,Heshengqiao Experimental Station,Oryza sativa,Subtropical,Deciduous,Wet,16.8,1577.0,Arroz
2007.0,USA,Indiana,McCormick's Creek State Park-S4,Acer saccharinum; Quercus alba; Platanus occidentalis; Populus deltoides,Temperate,Deciduous,Dry,11.3,1095.0,Acer saccharinum; Quercus alba; Platanus occidentalis; Populus deltoides
2007.0,China,Inner Mongolia,Xilin River Basin,Stipa kyrlovii,Boreal,Deciduous,Dry,-1.4,450.0,Stipa kyrlovii
2007.0,Philippines,Luzon,Mt. Makiling Forest Reserve,Celtis luzonica; Ficus balete; Diplodiscus paniculatus,Tropical,Evergreen,Dry,26.0,2397.0,Celtis luzonica; Ficus balete; Diplodiscus paniculatus
2007.0,China,Guangzhou,South China Botanical Garden,Acmena acuminatissima; Castanopsis hystrix; Ormosia pinnata; Pinus massoniana; Schima superba; Syzygium hancei,Subtropical,Evergreen,Dry,21.5,1750.0,Acmena acuminatissima; Castanopsis hystrix; Ormosia pinnata; Pinus massoniana; Schima superba; Syzygium hancei
2007.0,China,Guangzhou,South China Botanical Garden,Acmena acuminatissima; Castanopsis hystrix; Ormosia pinnata; Pinus massoniana; Schima superba; Syzygium hancei,Subtropical,Evergreen,Dry,21.5,1750.0,Acmena acuminatissima; Castanopsis hystrix; Ormosia pinnata; Pinus massoniana; Schima superba; Syzygium hancei
2007.0,Canada,Alberta,Linaria,Populus deltoides,Temperate,Deciduous,Dry,3.0,463.0,Populus deltoides
2007.0,Canada,Alberta,Linaria,Mix,Temperate,Deciduous,Dry,3.0,463.0,Mix
2007.0,USA,Washington,Matlock,Pseudotsuga menziesii,Temperate,Evergreen,Dry,10.7,2400.0,Pseudotsuga menziesii
2007.0,USA,Oregon,Molalla,Pseudotsuga menziesii,Temperate,Evergreen,Dry,11.2,1600.0,Pseudotsuga menziesii
2007.0,USA,Washington,Matlock,Pseudotsuga menziesii,Temperate,Evergreen,Dry,10.7,2400.0,Pseudotsuga menziesii
2007.0,USA,Oregon,Molalla,Pseudotsuga menziesii,Temperate,Evergreen,Dry,11.2,1600.0,Pseudotsuga menziesii
2007.0,China,Heilongjiang,Maoershan Experimental Station,Larix gmelinii,Temperate,Evergreen,Dry,2.8,723.0,Larix gmelinii
2007.0,China,Heilongjiang,Maoershan Experimental Station,Larix gmelinii,Temperate,Evergreen,Dry,2.8,723.0,Larix gmelinii
2007.0,China,Guangzhou,South China Botanical Garden,Acmena acuminatissima; Castanopsis hystrix; Ormosia pinnata; Pinus massoniana; Schima superba; Syzygium hancei,Subtropical,Evergreen,Dry,21.5,1750.0,Acmena acuminatissima; Castanopsis hystrix; Ormosia pinnata; Pinus massoniana; Schima superba; Syzygium hancei
2007.0,China,Heilongjiang,Maoershan Experimental Station,Fraxinus mandshurica,Temperate,Deciduous,Dry,2.8,723.0,Fraxinus mandshurica
2007.0,China,Guangzhou,South China Botanical Garden,Acmena acuminatissima; Castanopsis hystrix; Ormosia pinnata; Pinus massoniana; Schima superba; Syzygium hancei,Subtropical,Evergreen,Dry,21.5,1750.0,Acmena acuminatissima; Castanopsis hystrix; Ormosia pinnata; Pinus massoniana; Schima superba; Syzygium hancei
2007.0,China,Heilongjiang,Maoershan Experimental Station,Fraxinus mandshurica,Temperate,Deciduous,Dry,2.8,723.0,Fraxinus mandshurica
2007.0,Spain,Andalucia,Cabo de Gata Natural Park-Balsablanca,Stipa tenacissima,Subtropical,Deciduous,Dry,18.0,220.0,Stipa tenacissima
2007.0,Spain,Andalucia,Cabo de Gata Natural Park-Amoladeras,Stipa tenacissima,Subtropical,Deciduous,Dry,18.0,220.0,Stipa tenacissima
2007.0,China,Guangdong,Dinghushan Forest Ecosystem Research Station-PF,Pinus massoniana,Subtropical,Evergreen,Dry,21.4,1956.0,Pinus massoniana
2007.0,China,Jiangxi,Dagangshan Forest Station,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,16.8,1590.0,Cunninghamia lanceolata
2007.0,Germany,Bavaria,WAL,Picea abies,Temperate,Evergreen,Dry,6.2,982.0,Picea abies
2007.0,Canada,British Columbia,HDF88,Pseudotsuga mensiesii; Thuja plicata,Temperate,Evergreen,Dry,9.6,1610.0,Pseudotsuga mensiesii; Thuja plicata
2007.0,China,Jiangxi,Dagangshan Forest Station,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,16.8,1590.0,Cunninghamia lanceolata
2007.0,China,Jiangxi,Dagangshan Forest Station,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,16.8,1590.0,Cunninghamia lanceolata
2007.0,China,Jiangxi,Dagangshan Forest Station,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,16.8,1590.0,Cunninghamia lanceolata
2007.0,China,Jiangxi,Dagangshan Forest Station,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,16.8,1590.0,Cunninghamia lanceolata
2007.0,Canada,British Columbia,DF49,Pseudotsuga mensiesii; Thuja plicata,Temperate,Evergreen,Dry,8.6,1470.0,Pseudotsuga mensiesii; Thuja plicata
2007.0,Germany,Bavaria,FRE,Fagus sylvatica,Temperate,Evergreen,Dry,8.2,847.0,Fagus sylvatica
2007.0,China,Inner Mongolia,Xilin River Basin,Stipa grandis,Boreal,Deciduous,Dry,-1.4,450.0,Stipa grandis
2007.0,Germany,Bavaria,FLO,Picea abies,Temperate,Evergreen,Dry,6.1,949.0,Picea abies
2007.0,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis
2007.0,Canada,Alberta,Linaria,Populus deltoides,Temperate,Deciduous,Dry,3.0,463.0,Populus deltoides
2007.0,USA,California,San Jacinto Preserve,Eriogonum wrightii,Temperate,Deciduous,Wet,10.3,640.0,Eriogonum wrightii
2007.0,USA,California,San Jacinto Preserve,Quercus kelloggii; Calocedrus decurrens; Arctostaphylos pringlei; Pinus lambertiana,Temperate,Evergreen,Dry,10.3,640.0,Quercus kelloggii; Calocedrus decurrens; Arctostaphylos pringlei; Pinus lambertiana
2007.0,USA,California,San Jacinto Preserve,Quercus chrysolepsis; Pinus ponderosa,Temperate,Evergreen,Dry,10.3,640.0,Quercus chrysolepsis; Pinus ponderosa
2007.0,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis
2007.0,Mexico,Yucatan,El Eden Ecological Preserve,Mix,Tropical,Evergreen,Dry,24.2,1650.0,Mix
2007.0,China,Fujian,TSEB,Citrus reticulata,Subtropical,Evergreen,Dry,18.7,1664.0,Citrus reticulata
2007.0,China,Fujian,TSEB,Schima superba,Subtropical,Evergreen,Dry,18.7,1664.0,Schima superba
2007.0,China,Fujian,TSEB,Cunninhamia laceolata,Subtropical,Evergreen,Dry,18.7,1664.0,Cunninhamia laceolata
2007.0,China,Fujian,TSEB,Schima superba; Lithocarpus glaber; Rhus chinensis,Subtropical,Evergreen,Dry,18.7,1664.0,Schima superba; Lithocarpus glaber; Rhus chinensis
2007.0,Germany,Bavaria,ALT,Pinus sylvestris,Temperate,Evergreen,Dry,8.0,789.0,Pinus sylvestris
2007.0,China,Tibet,Haibei Alpine Meadow Ecosystem Research Station,Kobresia humulis; Stipa aliena; Elymus nutans; Saussurea superba; Gentiana straminea; Potentilla nivea,Boreal,Deciduous,Dry,-1.7,580.0,Kobresia humulis; Stipa aliena; Elymus nutans; Saussurea superba; Gentiana straminea; Potentilla nivea
2007.0,China,Hunan,Tianjiling National Park,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,17.2,1422.0,Cunninghamia lanceolata
2007.0,China,Tibet,Haibei Alpine Meadow Ecosystem Research Station,Kobresia humulis; Stipa aliena; Elymus nutans; Saussurea superba; Gentiana straminea; Potentilla nivea,Boreal,Deciduous,Dry,-1.7,580.0,Kobresia humulis; Stipa aliena; Elymus nutans; Saussurea superba; Gentiana straminea; Potentilla nivea
