sample_date,transect_id,plot_id,sample,longitude,latitude,east,north,soil_temp,real_dielectric_0-5.8,conductivity_0-5.8,soil_moisture_0-3.8,soil_moisture_0-5.8,soil_moisture_0-7.6,soil_moisture_0-12,soil_moisture_0-20,comments
2013-07-12,2,39,3,-72.1775,42.5378,731785.6,4713352,21.2,19.87,0,28.9,30.3,27.2,26.4,17,
2013-07-12,2,48,1,-72.177,42.53812,731819.5,4713389,22.6,17.53,0.01,-9999,27.3,-9999,20.3,-9999,
2013-07-12,2,48,2,-72.177,42.53812,731819.5,4713389,22.3,11.94,0,-9999,19.4,-9999,21.4,-9999,
2013-07-12,2,48,3,-72.177,42.53812,731819.5,4713389,22,19.02,0.01,-9999,29.2,-9999,22.1,-9999,
2013-07-12,2,57,1,-72.1766,42.53844,731853.4,4713425,22.1,15.1,0.01,-9999,24.1,-9999,22.5,-9999,
2013-07-12,2,57,2,-72.1766,42.53844,731853.4,4713425,21.9,13.99,0,-9999,22.5,-9999,Bedrock,-9999,
2013-07-12,2,57,3,-72.1766,42.53844,731853.4,4713425,21.3,13.56,0,-9999,21.9,-9999,18.5,-9999,
2013-07-12,2,66,1,-72.1762,42.53876,731887.3,4713462,22,28.9,0.01,-9999,40.2,-9999,47.4,-9999,
2013-07-12,2,66,2,-72.1762,42.53876,731887.3,4713462,21.8,34.18,0.01,-9999,45.3,-9999,42.7,-9999,
2013-07-12,2,66,3,-72.1762,42.53876,731887.3,4713462,21.6,32.8,0.01,-9999,44,-9999,Rock,-9999,
2013-07-12,2,75,1,-72.1758,42.53908,731921.2,4713499,22.3,12.02,0,20.4,19.6,17.9,19.2,29.8,
2013-07-12,2,75,2,-72.1758,42.53908,731921.2,4713499,22,16.05,0,23.8,25.4,24.3,18.2,-9999,Rock
2013-07-12,2,75,3,-72.1758,42.53908,731921.2,4713499,21.8,15.68,0,22.1,24.9,20.8,26.1,26.2,
2013-08-19,2,0,1,-72.1797,42.53733,731603.1,4713293,24,10.46,0,-9999,17,16.9,17,-9999,
2013-08-19,2,1,2,-72.1797,42.53733,731603.1,4713293,23.2,16.14,0,-9999,25.5,16.4,19.6,-9999,
2013-08-19,2,1,3,-72.1797,42.53733,731603.1,4713293,20.5,12.4,0,-9999,20.3,17.4,18.1,-9999,
2013-08-19,2,10,1,-72.1793,42.53765,731637,4713330,20.3,9.25,0,-9999,15,18.4,17.8,-9999,
2013-08-19,2,10,2,-72.1793,42.53765,731637,4713330,20.1,11.43,0,-9999,18.7,18.4,17.8,-9999,
2013-08-19,2,10,3,-72.1793,42.53765,731637,4713330,22.3,12.51,0,-9999,20.3,22.8,23.2,-9999,
2013-08-19,2,19,1,-72.1788,42.53797,731670.9,4713367,21.1,14.91,0,-9999,23.9,21.8,21,-9999,
2013-08-19,2,19,2,-72.1788,42.53797,731670.9,4713367,20.5,12.1,0,-9999,19.8,28.2,30.1,-9999,
2013-08-19,2,19,3,-72.1788,42.53797,731670.9,4713367,20.1,14.67,0,-9999,23.6,28.2,26.1,-9999,
2013-08-19,2,28,1,-72.1784,42.53829,731704.8,4713403,20.5,15.26,0,-9999,24.4,28.7,29.7,-9999,
2013-08-19,2,28,2,-72.1784,42.53829,731704.8,4713403,20.3,6.72,0,-9999,10.2,13.9,14.2,-9999,
2013-08-19,2,28,3,-72.1784,42.53829,731704.8,4713403,20.1,14.6,0,-9999,23.5,27.7,25,-9999,
2013-08-19,2,37,1,-72.178,42.53861,731738.7,4713440,20.1,18.88,0,-9999,29.2,36,33.3,-9999,
2013-08-19,2,37,2,-72.178,42.53861,731738.7,4713440,20,10.98,0,-9999,18,21.8,26.1,-9999,
2013-08-19,2,37,3,-72.178,42.53861,731738.7,4713440,20,19.38,0,-9999,29.8,37.5,36.6,-9999,
2013-08-19,2,46,1,-72.1776,42.53893,731772.6,4713477,19.3,18.62,0,-9999,28.9,30.6,29.3,-9999,
2013-08-19,2,46,2,-72.1776,42.53893,731772.6,4713477,19.3,22.89,0,-9999,34,48.8,45.2,-9999,
2013-08-19,2,46,3,-72.1776,42.53893,731772.6,4713477,19.1,23.07,0.01,-9999,34.2,37.5,36.9,-9999,
2013-08-19,2,55,1,-72.1771,42.53925,731806.5,4713514,20.6,6.41,0,-9999,9.5,10.5,13.5,-9999,
2013-08-19,2,55,2,-72.1771,42.53925,731806.5,4713514,20.4,10.39,0,-9999,17,18.4,22.8,-9999,
2013-08-19,2,55,3,-72.1771,42.53925,731806.5,4713514,20.3,7.2,0,-9999,11.2,15.9,21.8,-9999,
2013-08-19,2,64,1,-72.1767,42.53957,731840.4,4713550,20.8,5.11,0,-9999,6.6,7.1,6.9,-9999,
2013-08-19,2,64,2,-72.1767,42.53957,731840.4,4713550,20.7,7.06,0,-9999,10.9,14.4,10.9,-9999,
2013-08-19,2,64,3,-72.1767,42.53957,731840.4,4713550,20.7,5.7,0,-9999,7.9,10.5,7.6,-9999,
2013-08-19,2,73,1,-72.1763,42.53989,731874.3,4713587,21.3,10.12,0,-9999,16.5,18.4,21,-9999,
2013-08-19,2,73,2,-72.1763,42.53989,731874.3,4713587,21.1,9.54,0,-9999,15.5,16.9,16,-9999,
2013-08-19,2,73,3,-72.1763,42.53989,731874.3,4713587,21.1,11.08,0,-9999,18.1,17.9,17.4,-9999,
2013-08-19,2,74,1,-72.176,42.53949,731897.8,4713543,21.7,4.54,0,-9999,5.1,8.1,6.9,-9999,
2013-08-19,2,74,2,-72.176,42.53949,731897.8,4713543,21.4,7.56,0,-9999,11.8,11.5,14.5,-9999,
2013-08-19,2,74,3,-72.176,42.53949,731897.8,4713543,21.2,7.65,0,-9999,12,12.5,13.1,-9999,
2013-08-19,2,65,1,-72.1764,42.53917,731863.9,4713506,21.7,9.39,0,-9999,15.2,13,10.9,-9999,
2013-08-19,2,65,2,-72.1764,42.53917,731863.9,4713506,21.4,7.42,0,-9999,11.6,10.5,-9999,-9999,
2013-08-19,2,65,3,-72.1764,42.53917,731863.9,4713506,21.4,10.16,0,-9999,16.6,11.5,15.2,-9999,
2013-08-19,2,56,1,-72.1769,42.53885,731830,4713470,21.4,17.72,0,-9999,27.6,34.6,31.5,-9999,
2013-08-19,2,56,2,-72.1769,42.53885,731830,4713470,21.3,11.26,0,-9999,18.4,37,37.3,-9999,
2013-08-19,2,56,3,-72.1769,42.53885,731830,4713470,21.1,14.98,0,-9999,24,39,42,-9999,
2013-08-22,2,1,1,-72.1797,42.53733,731603.1,4713293,26.6,10.4,0,-9999,16.8,17.9,16,-9999,
2013-08-22,2,1,2,-72.1797,42.53733,731603.1,4713293,25.7,11.96,0,-9999,19.3,17.9,17.8,-9999,
2013-08-22,2,1,3,-72.1797,42.53733,731603.1,4713293,24.8,12.17,0,-9999,19.6,13.5,19.6,-9999,
2013-08-22,2,10,1,-72.1793,42.53765,731637,4713330,24.1,7.34,0,-9999,11.3,20.3,16.3,-9999,
2013-08-22,2,10,2,-72.1793,42.53765,731637,4713330,23.9,8.84,0,-9999,14.2,14.4,15.2,-9999,
2013-08-22,2,10,3,-72.1793,42.53765,731637,4713330,23.7,9.62,0,-9999,15.6,16.4,15.2,-9999,
2013-08-22,2,19,1,-72.1788,42.53797,731670.9,4713367,23.8,12.73,0,-9999,20.6,25.2,26.1,-9999,
2013-08-22,2,19,2,-72.1788,42.53797,731670.9,4713367,23.7,14.33,0,-9999,22.9,26.7,29.7,-9999,
2013-08-22,2,19,3,-72.1788,42.53797,731670.9,4713367,23.5,10.15,0,-9999,16.5,18.4,15.6,-9999,
2013-08-22,2,28,1,-72.1784,42.53829,731704.8,4713403,23.4,12.33,0,-9999,20,19.3,17,-9999,
2013-08-22,2,28,2,-72.1784,42.53829,731704.8,4713403,23.3,16.01,0,-9999,25.3,26.2,23.6,-9999,
2013-08-22,2,28,3,-72.1784,42.53829,731704.8,4713403,23,20.41,0,-9999,30.9,25.2,25.7,-9999,
2013-08-22,2,37,1,-72.178,42.53861,731738.7,4713440,22.5,20.94,0,-9999,31.5,32.1,31.5,-9999,
2013-08-22,2,37,2,-72.178,42.53861,731738.7,4713440,22.3,11.74,0,-9999,19.1,24.3,30.8,-9999,
2013-08-22,2,37,3,-72.178,42.53861,731738.7,4713440,21.9,23.14,0.01,-9999,34.1,31.1,31.9,-9999,
2013-08-22,2,46,1,-72.1776,42.53893,731772.6,4713477,22.4,31.17,0.01,-9999,42.4,28.2,22.1,-9999,
2013-08-22,2,46,2,-72.1776,42.53893,731772.6,4713477,22,30.64,0.01,-9999,41.9,46.3,38,-9999,
2013-08-22,2,46,3,-72.1776,42.53893,731772.6,4713477,22,26.24,0,-9999,37.4,38.5,40.2,-9999,
2013-08-22,2,55,1,-72.1771,42.53925,731806.5,4713514,22.1,8.75,0,-9999,14.1,15.9,13.4,-9999,
2013-08-22,2,55,2,-72.1771,42.53925,731806.5,4713514,21.9,7.34,0,-9999,11.4,12.5,9.8,-9999,
2013-08-22,2,55,3,-72.1771,42.53925,731806.5,4713514,21.5,10.11,0,-9999,16.5,14.4,13.1,-9999,
2013-08-22,2,64,1,-72.1767,42.53957,731840.4,4713550,22.2,5.71,0,-9999,7.9,9.5,9.1,-9999,
2013-08-22,2,64,2,-72.1767,42.53957,731840.4,4713550,22,6.11,0,-9999,8.8,8.5,7.3,-9999,
2013-08-22,2,64,3,-72.1767,42.53957,731840.4,4713550,22,6.28,0,-9999,10.2,8.5,10.5,-9999,
2013-08-22,2,73,1,-72.1763,42.53989,731874.3,4713587,22.5,10.49,0,-9999,17.1,13,13.4,-9999,
2013-08-22,2,73,2,-72.1763,42.53989,731874.3,4713587,22.5,9.48,0,-9999,15.4,18.4,14.2,-9999,
2013-08-22,2,73,3,-72.1763,42.53989,731874.3,4713587,22.5,10.57,0,-9999,17.2,12,10.9,-9999,
2013-08-22,2,74,1,-72.176,42.53949,731897.8,4713543,24.2,5.05,0,-9999,6.3,8.5,6.9,-9999,
2013-08-22,2,74,2,-72.176,42.53949,731897.8,4713543,23.9,5.77,0,-9999,8,9,9.8,-9999,
2013-08-22,2,74,3,-72.176,42.53949,731897.8,4713543,23.7,8.06,0,-9999,12.7,8.5,10.2,-9999,
2013-08-22,2,65,1,-72.1764,42.53917,731863.9,4713506,23.9,8.87,0,-9999,14.2,12,13.4,-9999,
2013-08-22,2,65,2,-72.1764,42.53917,731863.9,4713506,23.7,9.78,0,-9999,15.8,12.5,12.7,-9999,
2013-08-22,2,65,3,-72.1764,42.53917,731863.9,4713506,23.6,8.97,0,-9999,14.4,13.5,13.4,-9999,
2013-08-22,2,56,1,-72.1769,42.53885,731830,4713470,23.8,18.87,0,-9999,29,32.1,33.3,-9999,
2013-08-22,2,56,2,-72.1769,42.53885,731830,4713470,22.7,24.22,0,-9999,35.2,29.2,31.1,-9999,
2013-08-22,2,56,3,-72.1769,42.53885,731830,4713470,23.4,17.04,0,-9999,26.6,30.1,30.4,-9999,
2013-08-22,2,47,1,-72.1773,42.53853,731796.1,4713433,23.9,7.76,0,-9999,12.1,13.5,18.1,-9999,
2013-08-22,2,47,2,-72.1773,42.53853,731796.1,4713433,23.9,7.48,0,-9999,11.6,13,16.3,-9999,
2013-08-22,2,47,3,-72.1773,42.53853,731796.1,4713433,23.6,11.18,0,-9999,18.2,14.9,14.2,-9999,
2013-08-22,2,38,1,-72.1777,42.5382,731762.2,4713396,-9999,-9999,-9999,-9999,-9999,13.9,14.2,-9999,
2013-08-22,2,38,2,-72.1777,42.5382,731762.2,4713396,-9999,-9999,-9999,-9999,-9999,19.3,18.9,-9999,
2013-08-22,2,38,3,-72.1777,42.5382,731762.2,4713396,-9999,-9999,-9999,-9999,-9999,16.4,15.6,-9999,
