Entry_date,Duplicate_record,Quality_flag,Country,Region,Site_name,Site_ID,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_interval,Annual_coverage,Rs_annual,Rs_annual_err,Rs_interann_err,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_season,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1998,CA-BND-3YRWD,2001.5,1.5,56.63,-99.94,,,,,3.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Gray luvisol (Boralf),Medium,,,,,,0.8,450.0,,,,30.0,0.35,255.0,,,,-7.0,262.0,-0.03,,,,,1.3,,,Growing,,,-136.0,111.0,106.0,5.0,5.0,,0.0,5.0,5.0,,0.0,0.0,200.0,80.0,120.0,70.0,50.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1995,CA-BND-6YRWD,2001.5,1.5,56.46,-99.97,,,,,6.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Gray luvisol (Boralf),Dry,,,,,,0.8,450.0,,,,30.0,0.35,85.0,,,,9.0,76.0,0.11,,,,,0.6,,,Growing,,,-134.0,188.5,183.5,20.3,20.3,,2.0,20.3,22.3,,0.1,0.5,160.0,90.0,70.0,40.0,30.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1989,CA-BND-12YRWD,2001.5,1.5,55.91,-98.98,,,,,12.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Gray luvisol (Boralf),Medium,,,,,,0.8,450.0,,,,30.0,0.35,425.0,,,,140.0,285.0,0.33,,,,,1.98,,,Growing,,,-2.0,366.5,354.1,12.8,12.8,,17.5,12.8,30.3,,0.0,0.0,520.0,400.0,120.0,70.0,50.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1981,CA-BND-20YRWD,2001.5,1.5,55.86,-98.48,,,,,20.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Gray luvisol (Boralf),Dry,,,,,,0.8,450.0,,,,30.0,0.35,551.0,,,,166.0,385.0,0.3,,,,,2.75,,,Growing,,,43.0,403.0,363.4,39.7,22.6,,31.3,22.6,53.9,,0.9,4.1,1050.0,700.0,350.0,230.0,120.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1964,CA-BND-37YRWD,2001.5,1.5,55.92,-98.39,,,,,37.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Gray luvisol (Boralf),Medium,,,,,,0.8,450.0,,,,30.0,0.35,484.0,,,,106.0,378.0,0.22,,,,,2.2,,,Growing,,,97.0,432.0,377.2,54.9,36.0,,30.8,36.0,66.8,,1.8,11.6,2300.0,1500.0,800.0,600.0,200.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1930,CA-BND-71YRWD,2001.5,1.5,55.91,-98.52,,,,,71.0,Picea mariana,Boreal,Forest,Natural,Gray luvisol (Boralf),Medium,,,,,,0.8,450.0,,,,30.0,0.35,540.0,,,,146.0,394.0,0.27,,,,,2.27,,,Growing,,,112.0,362.0,202.6,159.4,78.7,,59.6,78.7,138.3,,6.8,36.7,6720.0,5500.0,1220.0,970.0,250.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1850; NOBS,CA-BND-151YRWD,2001.5,1.5,55.88,-98.48,,,,,151.0,Picea mariana,Boreal,Forest,Natural,Gray luvisol (Boralf),Medium,,,,,,0.8,450.0,,,,30.0,0.35,375.0,,,,46.0,329.0,0.12,,,,,1.85,,,Growing,,,-19.0,211.0,147.1,74.5,74.5,,33.5,74.5,108.0,,5.3,42.2,8530.0,7100.0,1430.0,1230.0,200.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1998,CA-BND-3YRPD,2001.5,1.5,56.63,-99.94,,,,,3.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,0.35,137.0,,,,3.0,134.0,0.02,,,,,0.66,,,Growing,,,-76.0,74.0,68.0,6.0,4.3,,0.0,4.3,4.3,,0.0,0.0,90.0,20.0,70.0,40.0,30.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1995,CA-BND-6YRPD,2001.5,1.5,56.46,-99.98,,,,,6.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,0.35,513.0,,,,15.0,498.0,0.03,,,,,2.36,,,Growing,,,131.0,490.0,456.4,34.6,34.6,,1.0,34.6,35.6,,0.0,0.0,550.0,100.0,450.0,300.0,150.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1989,CA-BND-12YRPD,2001.5,1.5,55.9,-98.98,,,,,12.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,0.35,337.0,,,,98.0,239.0,0.29,,,,,1.65,,,Growing,,,-30.0,261.0,223.3,37.7,30.6,,5.2,30.6,35.8,,0.0,0.0,740.0,350.0,390.0,260.0,130.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1981,CA-BND-20YRPD,2001.5,1.5,55.86,-98.48,,,,,20.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,0.35,570.0,,,,216.0,354.0,0.38,,,,,3.2,,,Growing,,,310.0,584.0,556.1,27.9,27.4,,6.1,27.4,33.5,,0.1,0.2,750.0,360.0,390.0,260.0,130.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1964,CA-BND-37YRPD,2001.5,1.5,55.92,-98.39,,,,,37.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,0.35,397.0,,,,67.0,330.0,0.17,,,,,2.08,,,Growing,,,174.0,429.0,379.6,49.4,20.3,,5.2,20.3,25.5,,0.3,2.2,2150.0,1800.0,350.0,200.0,150.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1930,CA-BND-71YRPD,2001.5,1.5,55.91,-98.51,,,,,71.0,Picea mariana,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,0.35,338.0,,,,48.0,290.0,0.14,,,,,1.6,,,Growing,,,94.0,326.0,233.1,93.0,42.0,,19.8,42.0,61.8,,3.0,20.3,3880.0,3400.0,480.0,340.0,140.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1850; NOBS,CA-BND-151YRPD,2001.5,1.5,55.88,-98.48,,,,,151.0,Picea mariana,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,0.35,375.0,,,,23.0,352.0,0.06,,,,,1.67,,,Growing,,,11.0,262.0,216.4,45.6,16.8,,13.4,16.8,30.2,,1.1,16.6,3450.0,3100.0,350.0,250.0,100.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1998,CA-BND-3YRWD,1999.5,1.5,56.63,-99.94,,,,,3.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Gray luvisol (Boralf),Medium,,,,,,0.8,450.0,,,,30.0,1.0,226.0,,,,,,,,,,,0.81,,,,,,-136.0,111.0,106.0,5.0,5.0,,0.0,5.0,5.0,,0.0,0.0,200.0,80.0,120.0,70.0,50.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1995,CA-BND-6YRWD,1999.5,1.5,56.46,-99.97,,,,,6.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Gray luvisol (Boralf),Dry,,,,,,0.8,450.0,,,,30.0,1.0,412.0,,,,,,,,,,,1.49,,,,,,-134.0,188.5,183.5,20.3,20.3,,2.0,20.3,22.3,,0.1,0.5,160.0,90.0,70.0,40.0,30.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1989,CA-BND-12YRWD,1999.5,1.5,55.91,-98.98,,,,,12.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Gray luvisol (Boralf),Medium,,,,,,0.8,450.0,,,,30.0,1.0,357.0,,,,,,,,,,,1.49,,,,,,-2.0,366.5,354.1,12.8,12.8,,17.5,12.8,30.3,,0.0,0.0,520.0,400.0,120.0,70.0,50.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1981,CA-BND-20YRWD,1999.5,1.5,55.86,-98.48,,,,,20.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Gray luvisol (Boralf),Dry,,,,,,0.8,450.0,,,,30.0,1.0,413.0,,,,,,,,,,,1.49,,,,,,43.0,403.0,363.4,39.7,22.6,,31.3,22.6,53.9,,0.9,4.1,1050.0,700.0,350.0,230.0,120.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1964,CA-BND-37YRWD,1999.5,1.5,55.92,-98.39,,,,,37.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Gray luvisol (Boralf),Medium,,,,,,0.8,450.0,,,,30.0,1.0,350.0,,,,,,,,,,,1.49,,,,,,97.0,432.0,377.2,54.9,36.0,,30.8,36.0,66.8,,1.8,11.6,2300.0,1500.0,800.0,600.0,200.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1930,CA-BND-71YRWD,1999.5,1.5,55.91,-98.52,,,,,71.0,Picea mariana,Boreal,Forest,Natural,Gray luvisol (Boralf),Medium,,,,,,0.8,450.0,,,,30.0,1.0,274.0,,,,,,,,,,,1.49,,,,,,112.0,362.0,202.6,159.4,78.7,,59.6,78.7,138.3,,6.8,36.7,6720.0,5500.0,1220.0,970.0,250.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-D1850; NOBS,CA-BND-151YRWD,1999.5,1.5,55.88,-98.48,,,,,151.0,Picea mariana,Boreal,Forest,Natural,Gray luvisol (Boralf),Medium,,,,,,0.8,450.0,,,,30.0,1.0,244.0,,,,,,,,,,,1.49,,,,,,-19.0,211.0,147.1,74.5,74.5,,33.5,74.5,108.0,,5.3,42.2,8530.0,7100.0,1430.0,1230.0,200.0,,41800.0,70.0,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1998,CA-BND-3YRPD,1999.5,1.5,56.63,-99.94,,,,,3.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,1.0,146.0,,,,,,,,,,,0.81,,,,,,-76.0,74.0,68.0,6.0,4.3,,0.0,4.3,4.3,,0.0,0.0,90.0,20.0,70.0,40.0,30.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1995,CA-BND-6YRPD,1999.5,1.5,56.46,-99.98,,,,,6.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,1.0,380.0,,,,,,,,,,,1.49,,,,,,131.0,490.0,456.4,34.6,34.6,,1.0,34.6,35.6,,0.0,0.0,550.0,100.0,450.0,300.0,150.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1989,CA-BND-12YRPD,1999.5,1.5,55.9,-98.98,,,,,12.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,1.0,300.0,,,,,,,,,,,1.49,,,,,,-30.0,261.0,223.3,37.7,30.6,,5.2,30.6,35.8,,0.0,0.0,740.0,350.0,390.0,260.0,130.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1981,CA-BND-20YRPD,1999.5,1.5,55.86,-98.48,,,,,20.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,1.0,303.0,,,,,,,,,,,1.49,,,,,,310.0,584.0,556.1,27.9,27.4,,6.1,27.4,33.5,,0.1,0.2,750.0,360.0,390.0,260.0,130.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1964,CA-BND-37YRPD,1999.5,1.5,55.92,-98.39,,,,,37.0,Picea mariana; Pinus banksiana; Populus tremuloides,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,1.0,256.0,,,,,,,,,,,1.49,,,,,,174.0,429.0,379.6,49.4,20.3,,5.2,20.3,25.5,,0.3,2.2,2150.0,1800.0,350.0,200.0,150.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1930,CA-BND-71YRPD,1999.5,1.5,55.91,-98.51,,,,,71.0,Picea mariana,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,1.0,233.0,,,,,,,,,,,1.49,,,,,,94.0,326.0,233.1,93.0,42.0,,19.8,42.0,61.8,,3.0,20.3,3880.0,3400.0,480.0,340.0,140.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-09-26,,Q02,Canada,Manitoba,BOREAS NSA-W1850; NOBS,CA-BND-151YRPD,1999.5,1.5,55.88,-98.48,,,,,151.0,Picea mariana,Boreal,Forest,Natural,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450.0,,,,30.0,1.0,264.0,,,,,,,,,,,1.49,,,,,,11.0,262.0,216.4,45.6,16.8,,13.4,16.8,30.2,,1.1,16.6,3450.0,3100.0,350.0,250.0,100.0,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997)
2008-10-01,,Q02,USA,Florida,Ewel9,US-FBF-EWEL9,1984.0,1.0,29.95,-82.11,,,,,9.0,Pinus elliottii,Temperate,Forest,Managed,Ultic Haplaquod,Dry,,,,,,,,,,,30.0,1.0,850.0,,,,434.0,417.0,0.51,,,,,,,,,,,,,,,,,338.0,,,,,,,,,,,,11900.0,100.0,"Litter data are from Gholz 1985, different sites"
2008-10-01,,Q02,USA,Florida,Ewel29,US-FBF-EWEL29,1984.0,1.0,29.95,-82.11,,,,,29.0,Pinus elliottii,Temperate,Forest,Managed,Ultic Haplaquod,Dry,,,,,,,,,,,30.0,1.0,1300.0,,,,806.0,494.0,0.62,,,,,,,,,,,,,,,,,358.0,,,,,,,,,,,,10300.0,100.0,"Litter data are from Gholz 1985, different sites"
2008-10-01,,Q01,USA,Tennessee,Oak Ridge,US-TOR,1977.0,1.0,35.99,-84.29,,,,,50.0,Liriodendron tulipifera,Temperate,Forest,Natural,Emory cherty silt loam,Dry,,,,,,13.3,1265.0,,,,14.0,1.0,1065.0,,,,373.0,692.0,0.35,,,,,,,,,1750.0,,,,,,450.0,,161.0,450.0,611.0,,,,,,,,340.0,,12850.0,60.0,Site previously desribed by Sollins (1973) and Reichle (1973); Rs_max estimated from figure
2008-10-01,,,USA,Tennessee,Oak Ridge,US-OAR,1977.0,1.0,35.99,-84.29,,,,,50.0,Liriodendron tulipifera,Temperate,Forest,Natural,Emory cherty silt loam,Dry,,,,,,13.3,1265.0,,,,,1.0,1036.0,,,,,,,,,,,,,,,1750.0,,,,,,450.0,,161.0,450.0,611.0,,,,,,,,,,,,
2008-10-01,,Q10,USA,Wisconsin,Haynes1,US-BOJ-CK,1991.0,1.0,46.17,-89.67,,,,,31.0,Pinus resinosa,Temperate,Forest,Managed,Haplorthod (loamy fine sand),Dry,,,,,,4.2,586.0,,,,30.0,0.6,541.0,30.0,29.0,,362.0,496.0,0.42,,,,,,,,,,,,,,,215.5,758.0,146.0,205.2,351.2,,,42.4,,,,,431.0,,,,Model units corrected from mg CO2/m2/hr
2008-10-01,,Q10,USA,Wisconsin,Haynes1,US-BOJ-300N,1991.0,1.0,46.17,-89.67,,Fertilized,300 kgN/ha/yr,,31.0,Pinus resinosa,Temperate,Forest,Managed,Haplorthod (loamy fine sand),Dry,,,,,,4.2,586.0,,,,30.0,0.6,478.0,17.0,54.0,,88.0,390.0,0.18,,,,,,,,,,,,,,,215.5,535.0,162.0,0.0,162.0,,,38.8,,,,,431.0,,,,Model units corrected from mg CO2/m2/hr
2008-10-01,,Q10,USA,Wisconsin,Haynes1,US-BOJ-CK,1992.0,1.0,46.17,-89.67,,,,,31.0,Pinus resinosa,Temperate,Forest,Managed,Haplorthod (loamy fine sand),Dry,,,,,,4.2,586.0,,,,30.0,0.6,483.0,20.0,29.0,,362.0,496.0,0.42,,,,,,,,,,,,,,,215.5,618.0,151.0,200.2,351.2,,,42.4,,,,,431.0,,,,Model units corrected from mg CO2/m2/hr
2008-10-01,,Q10,USA,Wisconsin,Haynes1,US-BOJ-300N,1992.0,1.0,46.17,-89.67,,Fertilized,300 kgN/ha/yr,,31.0,Pinus resinosa,Temperate,Forest,Managed,Haplorthod (loamy fine sand),Dry,,,,,,4.2,586.0,,,,30.0,0.6,374.0,7.0,54.0,,-16.0,390.0,-0.04,,,,,,,,,,,,,,,215.5,253.0,187.0,0.0,187.0,,,38.8,,,,,431.0,,,,Model units corrected from mg CO2/m2/hr
2008-10-01,,Q10,USA,Wisconsin,Haynes1,US-BOJ-CK,1993.0,1.0,46.17,-89.67,,,,,31.0,Pinus resinosa,Temperate,Forest,Managed,Haplorthod (loamy fine sand),Dry,,,,,,4.2,586.0,,,,30.0,0.6,505.0,20.0,29.0,,362.0,496.0,0.42,,,,,,,,,,,,,,,215.5,791.0,110.0,241.2,351.2,,,42.4,,,,,431.0,,,,Model units corrected from mg CO2/m2/hr
2008-10-01,,Q10,USA,Wisconsin,Haynes1,US-BOJ-300N,1993.0,1.0,46.17,-89.67,,Fertilized,300 kgN/ha/yr,,31.0,Pinus resinosa,Temperate,Forest,Managed,Haplorthod (loamy fine sand),Dry,,,,,,4.2,586.0,,,,30.0,0.6,404.0,6.0,54.0,,14.0,390.0,0.03,,,,,,,,,,,,,,,215.5,342.0,164.0,0.0,164.0,,,38.8,,,,,431.0,,,,Model units corrected from mg CO2/m2/hr
2008-10-01,,,USA,Massachusetts,Harvard,US-HAR,1991.0,1.0,42.5,-72.15,,,,140.0,80.0,Quercus borealis; Acer rubrum; Betula papyrifera,Temperate,Forest,Natural,"Inceptisol, Charlton series",Dry,,,,,,6.0,1172.0,,,,7.0,0.25,371.0,,,137.0,122.0,249.0,0.33,,,,,,,,,,,,,,,,,138.0,,,,,29.7,,,,,293.0,,,,
2008-10-01,,Q01,USA,Missouri,Tucker Prairie Research Station,US-TPR-GRA,1985.0,3.0,38.9,-92.33,,,,,1.0,Andropogon gerardi,Temperate,Grassland,Natural,Silt loam,Dry,0.95,,,,,12.5,973.0,790.0,,,20.0,1.0,316.0,,,55.0,87.0,229.0,0.28,,,,,,,,,,,,450.0,215.0,235.0,235.0,,193.0,235.0,428.0,,,,,408.0,,801.0,801.0,10750.0,,,Rs estimated from graph
2008-10-02,,Q01,USA,Missouri,Sanborn Field,US-TPR-CRO,1985.0,3.0,38.9,-92.33,,,,,1.0,Triticum aestivum,Temperate,Agriculture,Managed,Silt loam,Dry,1.37,,,,,12.5,973.0,790.0,,,20.0,1.0,330.0,,,124.0,45.0,285.0,0.14,,,,,,,,,,,,543.0,253.0,290.0,290.0,,90.0,338.0,428.0,,,,,,,,290.0,6750.0,,,Rs estimated from graph
2008-10-02,,,Canada,Saskatchewan,BOREAS SSA-OBS,CA-BSO-MOSS,1996.0,1.0,53.99,-105.12,617.0,,,,120.0,Picea mariana,Boreal,Forest,Natural,Clay-sand,Medium,,,,,,,,,,,60.0,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-02,,,Canada,Saskatchewan,BOREAS SSA-OBS,CA-BSO-SPHAGNUM,1996.0,1.0,53.99,-105.12,617.0,,,,120.0,Picea mariana,Boreal,Forest,Natural,Clay-sand,Wet,,,,,,,,,,,60.0,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-02,,,Germany,,Wiedenbrunnen2,DE-WIE,1999.0,4.0,50.13,11.87,760.0,,,,112.0,Picea abies,Temperate,Forest,Natural,Cambic podzol,Dry,,,,,,6.0,1019.0,,,,0.04,0.67,560.0,22.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,
2008-10-02,,,Germany,,Wiedenbrunnen,DE-WIE-47YR,1997.5,1.0,50.13,11.87,770.0,,,,47.0,Picea abies,Temperate,Forest,Managed,Cambic podzol,Dry,,,,,,5.8,890.0,,,,30.0,0.58,710.0,,,107.0,210.0,500.0,0.3,,,,,0.73,,,,,,,,,290.0,290.0,,240.0,290.0,530.0,,10.4,,,,,,,,,,
2008-10-02,,,Germany,,Wiedenbrunnen3,DE-WIE-87YR,1997.5,1.0,50.13,11.87,770.0,,,,87.0,Picea abies,Temperate,Forest,Natural,Cambic podzol,Dry,,,,,,5.8,890.0,,,,30.0,0.58,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-03,,,Germany,,Wiedenbrunnen2,DE-WIE-111YR,1997.5,1.0,50.13,11.87,770.0,,,,111.0,Picea abies,Temperate,Forest,Natural,Cambic podzol,Dry,,,,,,5.8,890.0,,,,30.0,0.58,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-03,,,Germany,,Coulissenhieb,DE-WIE-146YR,1997.5,1.0,50.13,11.87,770.0,,,,146.0,Picea abies,Temperate,Forest,Natural,Cambic podzol,Dry,,,,,,5.8,890.0,,,,30.0,0.58,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,6.6,,,,,,,,,,
2008-10-03,,Q03,Germany,,Hainich,DE-HAI,2000.0,1.5,51.08,10.45,440.0,,,,250.0,Fagus sylvatica,Temperate,Forest,Natural,Cambisol (clay loam),Dry,,,,,,8.4,855.0,,,,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q10 calculated from equation
2008-10-03,,Q03,Germany,,Hainich,DE-HAI,2001.0,1.5,51.08,10.45,440.0,,,,250.0,Fagus sylvatica,Temperate,Forest,Natural,Cambisol (clay loam),Dry,,,,,,8.4,855.0,,,,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q10 calculated from equation
2008-10-03,,,USA,North Carolina,Duke FACE,US-NCL-PROTOTYPE,1997.0,1.0,36.07,-79.1,,,,,15.0,Pinus taeda,Temperate,Forest,Managed,Ultic alfisol,Dry,,,,,,15.5,1140.0,,,,60.0,1.0,956.0,,,,289.0,667.0,0.3,,,,,,,,,,,,798.3,,,119.0,,302.5,119.0,421.5,,,,,,,,,,,,
2008-10-04,,,USA,North Carolina,Duke FACE,US-DkF-CK,1997.0,1.0,36.07,-79.1,,,,,15.0,Pinus taeda,Temperate,Forest,Managed,Ultic alfisol,Dry,,,,,,15.5,1140.0,,,,60.0,1.0,1067.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-04,,,USA,North Carolina,Duke FACE,US-DkF-CK,1998.0,1.0,36.07,-79.1,,,,,15.0,Pinus taeda,Temperate,Forest,Managed,Ultic alfisol,Dry,,,,,,15.5,1140.0,,,,60.0,1.0,928.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-04,,,USA,North Carolina,Duke FACE,US-DkF-575PPM,1997.0,1.0,36.07,-79.1,,CO2,575 ppm,,15.0,Pinus taeda,Temperate,Forest,Managed,Ultic alfisol,Dry,,,,,,15.5,1140.0,,,,60.0,1.0,1183.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-04,,,USA,North Carolina,Duke FACE,US-DkF-575PPM,1998.0,1.0,36.07,-79.1,,CO2,575 ppm,,15.0,Pinus taeda,Temperate,Forest,Managed,Ultic alfisol,Dry,,,,,,15.5,1140.0,,,,60.0,1.0,1176.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-04,,,New Zealand,,Arneth1,NZ-ARN,1995.0,3.0,-42.87,172.75,198.0,,,,8.0,Pinus radiata,Temperate,Forest,Managed,"Inceptisol, Ustrochrept",Dry,,,,,,10.8,658.0,,10.0,696.0,,,950.0,40.0,,,640.0,310.0,0.67,,,,,,,,,1810.0,1220.0,590.0,940.0,,,200.0,,110.0,200.0,310.0,,,,,,,,,,,,
